,Activity,Main Area,Sub-Location,High-Level Process,Mid-Level Process,Low-Level Process,Pose - Legs,concept:name,org:resource,case:concept:name,time:timestamp
2241432,Walking,Aisle path,4 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-13 23:18:36.000
2241936,Walking,Cross aisle path,3-4,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-13 23:22:48.000
2242053,Handling centred,Base,_,Retrieval,Picking _ Pick time,Place cardboard box/item in a cart,,Base,Subject_01,Case_01,2025-01-13 23:23:46.500
2242221,Scan,Cross aisle path,1-2,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-13 23:25:10.500
2242407,Tick off / confirm,Aisle path,4 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-13 23:26:43.500
2242974,Walking,Cross aisle path,3-4,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-13 23:31:27.000
2243096,Handling centred,Base,_,Retrieval,Picking _ Pick time,Place cardboard box/item in a cart,,Base,Subject_01,Case_01,2025-01-13 23:32:28.000
2243376,Walking,Cross aisle path,1-2,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-13 23:34:48.000
2243547,Tick off / confirm,Aisle path,4 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-13 23:36:13.500
2243762,Walking,Cross aisle path,3-4,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-13 23:38:01.000
2243895,Walking,Base,_,Retrieval,Picking _ Travel time,Move to a cart,,Base,Subject_01,Case_01,2025-01-13 23:39:07.500
2244093,Walking,Cross aisle path,1-2,Retrieval,Picking _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-13 23:40:46.500
2244263,Tick off / confirm,Aisle path,5 front,Retrieval,Picking _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-13 23:42:11.500
2244625,Walking,Cross aisle path,4-5,Retrieval,Picking _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-13 23:45:12.500
2244800,Handling centred,Base,_,Retrieval,Picking _ Pick time,Place cardboard box/item in a cart,,Base,Subject_01,Case_01,2025-01-13 23:46:40.000
2244930,Standing,Cross aisle path,1-2,Retrieval,Packing,Transport to the packing/sorting area,,Cross aisle path,Subject_01,Case_01,2025-01-13 23:47:45.000
2245465,Push,Path,Path (Office),Retrieval,Packing,Transport to the packing/sorting area,,Path,Subject_01,Case_01,2025-01-13 23:52:12.500
2245574,Push,Packing/sorting area,_,Retrieval,Packing,Transport to the packing/sorting area,,Packing/sorting area,Subject_01,Case_01,2025-01-13 23:53:07.000
2252785,Push,Path,Path (Office),Retrieval,Finalizing order,Handing over packed cardboard boxes,,Path,Subject_01,Case_01,2025-01-14 00:53:12.500
2253024,Push,Issuing/receiving area,_,Retrieval,Finalizing order,Handing over packed cardboard boxes,,Issuing/receiving area,Subject_01,Case_01,2025-01-14 00:55:12.000
2253522,Walking,Path,Path (Issuing area),Retrieval,Finalizing order,Returning hardware,,Path,Subject_01,Case_01,2025-01-14 00:59:21.000
2253679,Walking,Office,_,Retrieval,Finalizing order,Returning hardware,,Office,Subject_01,Case_01,2025-01-14 01:00:39.500
2255433,Walking,Path,Path (Office),Storage,Preparing order,Collecting packed cardboard boxes,,Path,Subject_01,Case_01,2025-01-14 01:15:16.500
2255596,Walking,Issuing/receiving area,_,Storage,Preparing order,Collecting packed cardboard boxes,,Issuing/receiving area,Subject_01,Case_01,2025-01-14 01:16:38.000
2256765,Walking,Path,Path (Issuing area),Storage,"Preparing order, Special processes",Report and clarify the incident,,Path,Subject_01,Case_01,2025-01-14 01:26:22.500
2256981,Walking,Office,_,Storage,"Preparing order, Special processes",Report and clarify the incident,,Office,Subject_01,Case_01,2025-01-14 01:28:10.500
2257327,Walking,Path,Path (Office),Storage,Preparing order,Collecting packed cardboard boxes,,Path,Subject_01,Case_01,2025-01-14 01:31:03.500
2257597,Handling centred,Issuing/receiving area,_,Storage,Preparing order,Collecting packed cardboard boxes,,Issuing/receiving area,Subject_01,Case_01,2025-01-14 01:33:18.500
2259847,Push,Path,Path (Issuing area),Storage,Unpacking,Transport to the packing/sorting area,,Path,Subject_01,Case_01,2025-01-14 01:52:03.500
2260096,Push,Packing/sorting area,_,Storage,Unpacking,Transport to the packing/sorting area,,Packing/sorting area,Subject_01,Case_01,2025-01-14 01:54:08.000
2275958,Push,Path,Path (Office),Storage,Finalizing order,Returning empty cardboard boxes,,Path,Subject_01,Case_01,2025-01-14 04:06:19.000
2276103,Push,Cardboard box area,_,Storage,Finalizing order,Returning empty cardboard boxes,,Cardboard box area,Subject_01,Case_01,2025-01-14 04:07:31.500
2276443,Push,Path,Path (Cardboard box area),Storage,Storing _ Travel time,Transport a cart to the base,,Path,Subject_01,Case_01,2025-01-14 04:10:21.500
2276684,Push,Cross aisle path,3-4,Storage,Storing _ Travel time,Transport a cart to the base,,Cross aisle path,Subject_01,Case_01,2025-01-14 04:12:22.000
2276795,Handling upwards,Base,_,Storage,,Remove cardboard box/item from the cart,,Base,Subject_01,Case_01,2025-01-14 04:13:17.500
2277087,Handling centred,Cross aisle path,2-3,Storage,Storing _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-14 04:15:43.500
2277231,Walking,Aisle path,2 front,Storage,Storing _ Store time,Placing items on a rack,,Aisle path,Subject_01,Case_01,2025-01-14 04:16:55.500
2277384,Walking,Cross aisle path,2-3,Storage,Storing _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-14 04:18:12.000
2277418,Handling centred,Base,_,Storage,,Remove cardboard box/item from the cart,,Base,Subject_01,Case_01,2025-01-14 04:18:29.000
2277450,Handling centred,Cross aisle path,2-3,Storage,,Remove cardboard box/item from the cart,,Cross aisle path,Subject_01,Case_01,2025-01-14 04:18:45.000
2277584,Handling upwards,Base,_,Storage,,Remove cardboard box/item from the cart,,Base,Subject_01,Case_01,2025-01-14 04:19:52.000
2278068,Handling centred,Cross aisle path,1-2,Storage,Storing _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-14 04:23:54.000
2278142,Handling centred,Aisle path,2 front,Storage,Storing _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-14 04:24:31.000
2278748,Walking,Cross aisle path,1-2,Storage,Storing _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-14 04:29:34.000
2278784,Handling upwards,Base,_,Storage,,Remove cardboard box/item from the cart,,Base,Subject_01,Case_01,2025-01-14 04:29:52.000
2278849,Handling centred,Cross aisle path,1-2,Storage,Storing _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-14 04:30:24.500
2278898,Handling centred,Aisle path,2 front,Storage,Storing _ Store time,Placing items on a rack,,Aisle path,Subject_01,Case_01,2025-01-14 04:30:49.000
2279050,Walking,Cross aisle path,2-3,Storage,Storing _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-14 04:32:05.000
2279414,Handling centred,Base,_,Storage,,Remove cardboard box/item from the cart,,Base,Subject_01,Case_01,2025-01-14 04:35:07.000
2279718,Walking,Cross aisle path,2-3,Storage,Storing _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-14 04:37:39.000
2280605,Walking,Path,Path (Office),Storage,Special processes,Report and clarify the incident,,Path,Subject_01,Case_01,2025-01-14 04:45:02.500
2280633,Walking,Office,_,Storage,Special processes,Report and clarify the incident,,Office,Subject_01,Case_01,2025-01-14 04:45:16.500
2280839,Walking,Path,Path (Office),Storage,Special processes,Report and clarify the incident,,Path,Subject_01,Case_01,2025-01-14 04:46:59.500
2280859,Walking,Cross aisle path,3-4,Storage,Special processes,Report and clarify the incident,,Cross aisle path,Subject_01,Case_01,2025-01-14 04:47:09.500
2281232,Handling centred,Base,_,Storage,,Remove cardboard box/item from the cart,,Base,Subject_01,Case_01,2025-01-14 04:50:16.000
2281483,Standing,Cross aisle path,2-3,Storage,Storing _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-14 04:52:21.500
2281669,Walking,Aisle path,1 front,Storage,Storing _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-14 04:53:54.500
2282639,Walking,Cross aisle path,1-2,Storage,Storing _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-14 05:01:59.500
2282872,Handling centred,Base,_,Storage,,Remove cardboard box/item from the cart,,Base,Subject_01,Case_01,2025-01-14 05:03:56.000
2283276,Handling centred,Cross aisle path,2-3,Storage,Storing _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-14 05:07:18.000
2283438,Walking,Aisle path,3 front,Storage,Storing _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-14 05:08:39.000
2283937,Walking,Cross aisle path,2-3,Storage,Storing _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-14 05:12:48.500
2284154,Handling centred,Base,_,Storage,,Remove cardboard box/item from the cart,,Base,Subject_01,Case_01,2025-01-14 05:14:37.000
2284609,Handling centred,Cross aisle path,2-3,Storage,,Remove cardboard box/item from the cart,,Cross aisle path,Subject_01,Case_01,2025-01-14 05:18:24.500
2284774,Walking,Aisle path,3 front,Storage,Storing _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-14 05:19:47.000
2284917,Walking,Cross aisle path,2-3,Storage,Storing _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-14 05:20:58.500
2285099,Handling centred,Base,_,Storage,,Remove cardboard box/item from the cart,,Base,Subject_01,Case_01,2025-01-14 05:22:29.500
2285328,Standing,Cross aisle path,2-3,Storage,Storing _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-14 05:24:24.000
2285502,Walking,Aisle path,3 front,Storage,Storing _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-14 05:25:51.000
2285534,Handling centred,Cross aisle path,2-3,Storage,Storing _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-14 05:26:07.000
2286177,Walking,Aisle path,2 front,Storage,Storing _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-14 05:31:28.500
2286571,Walking,Cross aisle path,2-3,Storage,Storing _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-14 05:34:45.500
2286826,Handling centred,Base,_,Storage,,Remove cardboard box/item from the cart,,Base,Subject_01,Case_01,2025-01-14 05:36:53.000
2286991,Walking,Cross aisle path,2-3,Storage,Storing _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-14 05:38:15.500
2287292,Walking,Aisle path,4 front,Storage,Storing _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-14 05:40:46.000
2287522,Walking,Cross aisle path,3-4,Storage,Storing _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-14 05:42:41.000
2287818,Walking,Base,_,Storage,,Remove cardboard box/item from the cart,,Base,Subject_01,Case_01,2025-01-14 05:45:09.000
2287932,Walking,Cross aisle path,2-3,Storage,Storing _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-14 05:46:06.000
2288020,Walking,Aisle path,4 front,Storage,Storing _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-14 05:46:50.000
2288402,Walking,Cross aisle path,3-4,Storage,Storing _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-14 05:50:01.000
2288484,Handling upwards,Base,_,Storage,,Remove cardboard box/item from the cart,,Base,Subject_01,Case_01,2025-01-14 05:50:42.000
2288585,Walking,Cross aisle path,2-3,Storage,Storing _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-14 05:51:32.500
2288666,Walking,Aisle path,4 front,Storage,Storing _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-14 05:52:13.000
2288914,Walking,Cross aisle path,3-4,Storage,Storing _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-14 05:54:17.000
2289001,Handling upwards,Base,_,Storage,,Remove cardboard box/item from the cart,,Base,Subject_01,Case_01,2025-01-14 05:55:00.500
2289138,Walking,Cross aisle path,2-3,Storage,Storing _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-14 05:56:09.000
2289227,Walking,Aisle path,4 front,Storage,Storing _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-14 05:56:53.500
2289393,Walking,Cross aisle path,3-4,Storage,Storing _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-14 05:58:16.500
2289782,Handling downwards,Base,_,Storage,,Remove cardboard box/item from the cart,,Base,Subject_01,Case_01,2025-01-14 06:01:31.000
2290040,Standing,Cross aisle path,2-3,Storage,Storing _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-14 06:03:40.000
2290311,Walking,Aisle path,2 front,Storage,Storing _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-14 06:05:55.500
2290516,Walking,Cross aisle path,2-3,Storage,Storing _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-14 06:07:38.000
2290833,Handling centred,Base,_,Storage,,Remove cardboard box/item from the cart,,Base,Subject_01,Case_01,2025-01-14 06:10:16.500
2291129,Handling centred,Cross aisle path,2-3,Storage,Storing _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-14 06:12:44.500
2291310,Handling centred,Base,_,Storage,,Remove cardboard box/item from the cart,,Base,Subject_01,Case_01,2025-01-14 06:14:15.000
2291561,Standing,Cross aisle path,2-3,Storage,Storing _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-14 06:16:20.500
2291906,Walking,Path,Path (Office),Storage,Special processes,Report and clarify the incident,,Path,Subject_01,Case_01,2025-01-14 06:19:13.000
2291931,Walking,Office,_,Storage,Special processes,Report and clarify the incident,,Office,Subject_01,Case_01,2025-01-14 06:19:25.500
2292213,Walking,Path,Path (Office),Storage,Special processes,Report and clarify the incident,,Path,Subject_01,Case_01,2025-01-14 06:21:46.500
2292229,Walking,Cross aisle path,3-4,Storage,Storing _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-14 06:21:54.500
2292270,Walking,Aisle path,3 front,Storage,Storing _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-14 06:22:15.000
2292463,Walking,Cross aisle path,2-3,Storage,Storing _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-14 06:23:51.500
2292772,Handling downwards,Base,_,Storage,,Remove cardboard box/item from the cart,,Base,Subject_01,Case_01,2025-01-14 06:26:26.000
2292879,Handling downwards,Cross aisle path,2-3,Storage,Storing _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-14 06:27:19.500
2293215,Walking,Aisle path,5 front,Storage,Storing _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-14 06:30:07.500
2294530,Walking,Cross aisle path,4-5,Storage,Storing _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-14 06:41:05.000
2294661,Handling centred,Base,_,Storage,,Remove cardboard box/item from the cart,,Base,Subject_01,Case_01,2025-01-14 06:42:10.500
2294787,Handling upwards,Cross aisle path,2-3,Storage,,Remove cardboard box/item from the cart,,Cross aisle path,Subject_01,Case_01,2025-01-14 06:43:13.500
2295673,Handling upwards,Base,_,Storage,,Remove cardboard box/item from the cart,,Base,Subject_01,Case_01,2025-01-14 06:50:36.500
2295725,Handling upwards,Cross aisle path,2-3,Storage,Storing _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-14 06:51:02.500
2295989,Walking,Aisle path,4 front,Storage,Storing _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-14 06:53:14.500
2296504,Walking,Cross aisle path,3-4,Storage,Storing _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-14 06:57:32.000
2296836,Walking,Path,Path (Office),Storage,Special processes,Report and clarify the incident,,Path,Subject_01,Case_01,2025-01-14 07:00:18.000
2296862,Walking,Office,_,Storage,Special processes,Report and clarify the incident,,Office,Subject_01,Case_01,2025-01-14 07:00:31.000
2297609,Walking,Path,Path (Office),Storage,Special processes,Report and clarify the incident,,Path,Subject_01,Case_01,2025-01-14 07:06:44.500
2297630,Walking,Cross aisle path,3-4,Storage,Storing _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-14 07:06:55.000
2297677,Walking,Aisle path,4 front,Storage,Storing _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-14 07:07:18.500
2297821,Walking,Cross aisle path,3-4,Storage,Storing _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-14 07:08:30.500
2298080,Handling downwards,Aisle path,4 front,Storage,Storing _ Store time,Placing items on a rack,,Aisle path,Subject_01,Case_01,2025-01-14 07:10:40.000
2298237,Walking,Cross aisle path,3-4,Storage,Storing _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-14 07:11:58.500
2298492,Handling centred,Base,_,Storage,,Remove cardboard box/item from the cart,,Base,Subject_01,Case_01,2025-01-14 07:14:06.000
2298930,Walking,Cross aisle path,2-3,Storage,Storing _ Travel time,Move to next position,,Cross aisle path,Subject_01,Case_01,2025-01-14 07:17:45.000
2299002,Walking,Aisle path,1 front,Storage,Storing _ Travel time,Move to next position,,Aisle path,Subject_01,Case_01,2025-01-14 07:18:21.000
2299754,Walking,Cross aisle path,1-2,Storage,Storing _ Travel time,Move to a cart,,Cross aisle path,Subject_01,Case_01,2025-01-14 07:24:37.000
